,Type,Year,State,Gender,Total
4602,No Education,2006,Puducherry,Female,7
3054,Matriculate/Secondary,2008,Meghalaya,Female,7
94,Diploma,2002,Haryana,Female,7
5748,Post Graduate and Above,2011,Bihar,Female,7
1129,Graduate,2005,Bihar,Male,7
1453,Graduate,2009,Puducherry,Male,7
1691,Intermediate/Pre-University,2001,Chandigarh,Male,7
2084,Intermediate/Pre-University,2006,Punjab,Female,7
3057,Matriculate/Secondary,2008,Mizoram,Male,7
5762,Post Graduate and Above,2011,Gujarat,Female,7
1454,Graduate,2009,Punjab,Female,7
3714,Middle,2006,Arunachal Pradesh,Female,7
4664,No Education,2007,Meghalaya,Female,7
545,Diploma,2008,Punjab,Male,7
1126,Graduate,2005,Assam,Female,7
1746,Intermediate/Pre-University,2001,Uttarakhand,Female,7
6553,Primary,2010,Manipur,Male,7
265,Diploma,2004,Punjab,Male,7
2874,Matriculate/Secondary,2006,Arunachal Pradesh,Female,7
38,Diploma,2001,Madhya Pradesh,Female,7
858,Graduate,2001,Delhi,Female,7
5880,Primary,2001,A & N Islands,Female,7
2101,Intermediate/Pre-University,2007,A & N Islands,Male,7
2870,Matriculate/Secondary,2006,A & N Islands,Female,7
3027,Matriculate/Secondary,2008,Daman & Diu,Male,7
1463,Graduate,2009,Tripura,Male,7
4672,No Education,2007,Puducherry,Female,7
5683,Post Graduate and Above,2010,Chhattisgarh,Male,7
1665,Graduate,2012,Punjab,Male,7
1916,Intermediate/Pre-University,2004,Himachal Pradesh,Female,7
6345,Primary,2007,Meghalaya,Male,7
2987,Matriculate/Secondary,2007,Mizoram,Male,7
3860,Middle,2008,Chandigarh,Female,7
1566,Graduate,2011,Himachal Pradesh,Female,7
643,Diploma,2010,Chhattisgarh,Male,7
6469,Primary,2009,Jammu & Kashmir,Male,7
5023,No Education,2012,Puducherry,Male,7
6148,Primary,2004,Sikkim,Female,7
6037,Primary,2003,Daman & Diu,Male,7
1849,Intermediate/Pre-University,2003,Jammu & Kashmir,Male,7
2639,Matriculate/Secondary,2002,Nagaland,Male,7
6090,Primary,2004,A & N Islands,Female,7
4214,No Education,2001,D & N Haveli,Female,7
5053,Post Graduate and Above,2001,Chhattisgarh,Male,7
4211,No Education,2001,Chandigarh,Male,7
3558,Middle,2003,Sikkim,Female,7
5332,Post Graduate and Above,2005,Chhattisgarh,Female,7
1271,Graduate,2007,Chandigarh,Male,7
2945,Matriculate/Secondary,2007,Arunachal Pradesh,Male,7
2675,Matriculate/Secondary,2003,D & N Haveli,Male,7
4201,No Education,2001,A & N Islands,Male,7
439,Diploma,2007,Delhi,Male,7
3581,Middle,2004,Chandigarh,Male,7
4176,Middle,2012,Mizoram,Female,7
1949,Intermediate/Pre-University,2004,Sikkim,Male,7
5142,Post Graduate and Above,2002,Karnataka,Female,7
6177,Primary,2005,Daman & Diu,Male,7
1338,Graduate,2008,Bihar,Female,7
4189,Middle,2012,Sikkim,Male,7
5123,Post Graduate and Above,2002,Chhattisgarh,Male,7
5211,Post Graduate and Above,2003,Jharkhand,Male,7
5440,Post Graduate and Above,2006,Odisha,Female,7
5304,Post Graduate and Above,2004,Punjab,Female,7
4075,Middle,2011,D & N Haveli,Male,7
6135,Primary,2004,Meghalaya,Male,7
5499,Post Graduate and Above,2007,Madhya Pradesh,Male,7
1313,Graduate,2007,Puducherry,Male,7
5218,Post Graduate and Above,2003,Madhya Pradesh,Female,7
689,Diploma,2010,Sikkim,Male,7
683,Diploma,2010,Puducherry,Male,7
4952,No Education,2011,Puducherry,Female,7
2984,Matriculate/Secondary,2007,Meghalaya,Female,7
5483,Post Graduate and Above,2007,Gujarat,Male,7
473,Diploma,2007,Puducherry,Male,7
3549,Middle,2003,Nagaland,Male,7
1533,Graduate,2010,Tripura,Male,7
4064,Middle,2011,Arunachal Pradesh,Female,7
2740,Matriculate/Secondary,2004,Chandigarh,Female,7
1812,Intermediate/Pre-University,2002,Tripura,Female,7
5166,Post Graduate and Above,2002,Rajasthan,Female,6
1942,Intermediate/Pre-University,2004,Puducherry,Female,6
2845,Matriculate/Secondary,2005,Meghalaya,Male,6
4421,No Education,2004,Chandigarh,Male,6
5252,Post Graduate and Above,2004,Andhra Pradesh,Female,6
1943,Intermediate/Pre-University,2004,Puducherry,Male,6
374,Diploma,2006,Haryana,Female,6
3796,Middle,2007,Daman & Diu,Female,6
5141,Post Graduate and Above,2002,Jharkhand,Male,6
6358,Primary,2007,Sikkim,Female,6
2919,Matriculate/Secondary,2006,Nagaland,Male,6
2810,Matriculate/Secondary,2005,Chandigarh,Female,6
428,Diploma,2007,Bihar,Female,6
368,Diploma,2006,Delhi,Female,6
1068,Graduate,2004,Delhi,Female,6
4524,No Education,2005,Meghalaya,Female,6
418,Diploma,2006,West Bengal,Female,6
5202,Post Graduate and Above,2003,Gujarat,Female,6
4484,No Education,2005,Arunachal Pradesh,Female,6
6371,Primary,2008,A & N Islands,Male,6
6381,Primary,2008,Chandigarh,Male,6
2128,Intermediate/Pre-University,2007,Jammu & Kashmir,Female,6
2100,Intermediate/Pre-University,2007,A & N Islands,Female,6
3334,Matriculate/Secondary,2012,Meghalaya,Female,6
6370,Primary,2008,A & N Islands,Female,6
4454,No Education,2004,Meghalaya,Female,6
1707,Intermediate/Pre-University,2001,Himachal Pradesh,Male,6
1898,Intermediate/Pre-University,2004,Bihar,Female,6
5220,Post Graduate and Above,2003,Maharashtra,Female,6
4497,No Education,2005,Daman & Diu,Male,6
5322,Post Graduate and Above,2005,Andhra Pradesh,Female,6
3294,Matriculate/Secondary,2012,Arunachal Pradesh,Female,6
3759,Middle,2006,Nagaland,Male,6
1935,Intermediate/Pre-University,2004,Meghalaya,Male,6
5890,Primary,2001,Chandigarh,Female,6
5796,Post Graduate and Above,2011,Rajasthan,Female,6
5780,Post Graduate and Above,2011,Maharashtra,Female,6
5203,Post Graduate and Above,2003,Gujarat,Male,6
2520,Matriculate/Secondary,2001,A & N Islands,Female,6
5371,Post Graduate and Above,2005,Odisha,Male,6
6171,Primary,2005,Chandigarh,Male,6
3263,Matriculate/Secondary,2011,Manipur,Male,6
5447,Post Graduate and Above,2006,Rajasthan,Male,6
2880,Matriculate/Secondary,2006,Chandigarh,Female,6
5019,No Education,2012,Nagaland,Male,6
6030,Primary,2003,Chandigarh,Female,6
5623,Post Graduate and Above,2009,Gujarat,Male,6
5621,Post Graduate and Above,2009,Goa,Male,6
1770,Intermediate/Pre-University,2002,Goa,Female,6
6594,Primary,2011,D & N Haveli,Female,6
4804,No Education,2009,Meghalaya,Female,6
2633,Matriculate/Secondary,2002,Manipur,Male,6
6025,Primary,2003,Arunachal Pradesh,Male,6
6024,Primary,2003,Arunachal Pradesh,Female,6
656,Diploma,2010,Himachal Pradesh,Female,6
825,Diploma,2012,Punjab,Male,6
67,Diploma,2001,Uttarakhand,Male,6
2775,Matriculate/Secondary,2004,Meghalaya,Male,6
2035,Intermediate/Pre-University,2006,Arunachal Pradesh,Male,6
4830,No Education,2010,A & N Islands,Female,6
3264,Matriculate/Secondary,2011,Meghalaya,Female,6
5585,Post Graduate and Above,2008,Punjab,Male,6
4963,No Education,2011,Tripura,Male,6
682,Diploma,2010,Puducherry,Female,6
3650,Middle,2005,Chandigarh,Female,6
5560,Post Graduate and Above,2008,Jharkhand,Female,6
6009,Primary,2002,Sikkim,Male,6
6247,Primary,2006,Daman & Diu,Male,6
5032,No Education,2012,Tripura,Female,6
2154,Intermediate/Pre-University,2007,Punjab,Female,6
4595,No Education,2006,Meghalaya,Male,6
5072,Post Graduate and Above,2001,Karnataka,Female,6
5122,Post Graduate and Above,2002,Chhattisgarh,Female,6
5924,Primary,2001,Meghalaya,Female,6
5117,Post Graduate and Above,2002,Assam,Male,6
56,Diploma,2001,Rajasthan,Female,6
6069,Primary,2003,Nagaland,Male,6
614,Diploma,2009,Punjab,Female,6
4624,No Education,2007,Arunachal Pradesh,Female,6
359,Diploma,2006,Bihar,Male,6
521,Diploma,2008,Jharkhand,Male,6
1803,Intermediate/Pre-University,2002,Puducherry,Male,6
6632,Primary,2011,Puducherry,Female,6
2917,Matriculate/Secondary,2006,Mizoram,Male,6
3479,Middle,2002,Nagaland,Male,6
5042,Post Graduate and Above,2001,Andhra Pradesh,Female,6
509,Diploma,2008,Delhi,Male,6
4701,No Education,2008,Chandigarh,Male,6
2058,Intermediate/Pre-University,2006,Jammu & Kashmir,Female,6
3404,Middle,2001,Meghalaya,Female,6
6204,Primary,2005,Meghalaya,Female,6
5430,Post Graduate and Above,2006,Maharashtra,Female,6
6315,Primary,2007,D & N Haveli,Male,6
852,Graduate,2001,Chhattisgarh,Female,6
2779,Matriculate/Secondary,2004,Nagaland,Male,6
2565,Matriculate/Secondary,2001,Meghalaya,Male,6
6311,Primary,2007,Chandigarh,Male,6
444,Diploma,2007,Haryana,Female,6
6274,Primary,2006,Meghalaya,Female,6
1481,Graduate,2010,Chandigarh,Male,6
3894,Middle,2008,Meghalaya,Female,6
4005,Middle,2010,D & N Haveli,Male,6
1496,Graduate,2010,Himachal Pradesh,Female,6
1312,Graduate,2007,Puducherry,Female,6
4109,Middle,2011,Nagaland,Male,6
4144,Middle,2012,D & N Haveli,Female,6
1426,Graduate,2009,Himachal Pradesh,Female,6
4146,Middle,2012,Daman & Diu,Female,6
1140,Graduate,2005,Goa,Female,6
4147,Middle,2012,Daman & Diu,Male,6
120,Diploma,2002,Odisha,Female,6
4252,No Education,2001,Puducherry,Female,6
6527,Primary,2010,Daman & Diu,Male,6
178,Diploma,2003,Madhya Pradesh,Female,6
1256,Graduate,2006,Uttarakhand,Female,6
2391,Intermediate/Pre-University,2011,Chandigarh,Male,6
1105,Graduate,2004,Punjab,Male,6
3892,Middle,2008,Manipur,Female,6
6492,Primary,2009,Puducherry,Female,6
1149,Graduate,2005,Jammu & Kashmir,Male,6
6454,Primary,2009,D & N Haveli,Female,6
1287,Graduate,2007,Himachal Pradesh,Male,6
2314,Intermediate/Pre-University,2010,Arunachal Pradesh,Female,6
4001,Middle,2010,Chandigarh,Male,6
1595,Graduate,2011,Punjab,Male,6
1116,Graduate,2004,Uttarakhand,Female,6
1214,Graduate,2006,Haryana,Female,6
1327,Graduate,2007,Uttarakhand,Male,6
146,Diploma,2003,Assam,Female,6
4174,Middle,2012,Meghalaya,Female,6
1412,Graduate,2009,Chhattisgarh,Female,6
2390,Intermediate/Pre-University,2011,Chandigarh,Female,6
2339,Intermediate/Pre-University,2010,Jammu & Kashmir,Male,6
162,Diploma,2003,Gujarat,Female,6
194,Diploma,2003,Punjab,Female,6
1183,Graduate,2005,Tripura,Male,6
5862,Post Graduate and Above,2012,Puducherry,Female,5
2145,Intermediate/Pre-University,2007,Meghalaya,Male,5
684,Diploma,2010,Punjab,Female,5
5417,Post Graduate and Above,2006,Himachal Pradesh,Male,5
1257,Graduate,2006,Uttarakhand,Male,5
4102,Middle,2011,Manipur,Female,5
4329,No Education,2002,Sikkim,Male,5
892,Graduate,2001,Puducherry,Female,5
6521,Primary,2010,Chandigarh,Male,5
4962,No Education,2011,Tripura,Female,5
3937,Middle,2009,Daman & Diu,Male,5
3612,Middle,2004,Manipur,Female,5
2550,Matriculate/Secondary,2001,Jharkhand,Female,5
6234,Primary,2006,Arunachal Pradesh,Female,5
2705,Matriculate/Secondary,2003,Meghalaya,Male,5
6175,Primary,2005,D & N Haveli,Male,5
1529,Graduate,2010,Sikkim,Male,5
2703,Matriculate/Secondary,2003,Manipur,Male,5
1146,Graduate,2005,Himachal Pradesh,Female,5
4077,Middle,2011,Daman & Diu,Male,5
616,Diploma,2009,Rajasthan,Female,5
241,Diploma,2004,Jharkhand,Male,5
400,Diploma,2006,Odisha,Female,5
438,Diploma,2007,Delhi,Female,5
5263,Post Graduate and Above,2004,Chhattisgarh,Male,5
2427,Intermediate/Pre-University,2011,Mizoram,Male,5
2143,Intermediate/Pre-University,2007,Manipur,Male,5
4599,No Education,2006,Nagaland,Male,5
6696,Primary,2012,Mizoram,Female,5
123,Diploma,2002,Puducherry,Male,5
4244,No Education,2001,Meghalaya,Female,5
1701,Intermediate/Pre-University,2001,Goa,Male,5
5765,Post Graduate and Above,2011,Haryana,Male,5
963,Graduate,2002,Puducherry,Male,5
2530,Matriculate/Secondary,2001,Chandigarh,Female,5
2955,Matriculate/Secondary,2007,D & N Haveli,Male,5
928,Graduate,2002,Delhi,Female,5
1706,Intermediate/Pre-University,2001,Himachal Pradesh,Female,5
1710,Intermediate/Pre-University,2001,Jharkhand,Female,5
2535,Matriculate/Secondary,2001,D & N Haveli,Male,5
2228,Intermediate/Pre-University,2008,Sikkim,Female,5
718,Diploma,2011,Delhi,Female,5
2914,Matriculate/Secondary,2006,Meghalaya,Female,5
3546,Middle,2003,Mizoram,Female,5
2562,Matriculate/Secondary,2001,Manipur,Female,5
79,Diploma,2002,Bihar,Male,5
2320,Intermediate/Pre-University,2010,Chandigarh,Female,5
1524,Graduate,2010,Punjab,Female,5
3654,Middle,2005,D & N Haveli,Female,5
1890,Intermediate/Pre-University,2004,A & N Islands,Female,5
1173,Graduate,2005,Puducherry,Male,5
2590,Matriculate/Secondary,2002,A & N Islands,Female,5
1585,Graduate,2011,Meghalaya,Male,5
1356,Graduate,2008,Himachal Pradesh,Female,5
1593,Graduate,2011,Puducherry,Male,5
792,Diploma,2012,Gujarat,Female,5
2777,Matriculate/Secondary,2004,Mizoram,Male,5
3657,Middle,2005,Daman & Diu,Male,5
5160,Post Graduate and Above,2002,Odisha,Female,5
3266,Matriculate/Secondary,2011,Mizoram,Female,5
1771,Intermediate/Pre-University,2002,Goa,Male,5
2734,Matriculate/Secondary,2004,Arunachal Pradesh,Female,5
4813,No Education,2009,Puducherry,Male,5
3161,Matriculate/Secondary,2010,Chandigarh,Male,5
3262,Matriculate/Secondary,2011,Manipur,Female,5
159,Diploma,2003,Delhi,Male,5
3838,Middle,2007,Sikkim,Female,5
4834,No Education,2010,Arunachal Pradesh,Female,5
776,Diploma,2012,Assam,Female,5
5150,Post Graduate and Above,2002,Maharashtra,Female,5
3402,Middle,2001,Manipur,Female,5
2871,Matriculate/Secondary,2006,A & N Islands,Male,5
1172,Graduate,2005,Puducherry,Female,5
4033,Middle,2010,Manipur,Male,5
6021,Primary,2003,A & N Islands,Male,5
2690,Matriculate/Secondary,2003,Jharkhand,Female,5
1200,Graduate,2006,Chandigarh,Female,5
3237,Matriculate/Secondary,2011,Daman & Diu,Male,5
729,Diploma,2011,Jammu & Kashmir,Male,5
3828,Middle,2007,Nagaland,Female,5
3390,Middle,2001,Jharkhand,Female,5
6314,Primary,2007,D & N Haveli,Female,5
264,Diploma,2004,Punjab,Female,5
6417,Primary,2008,Mizoram,Male,5
5613,Post Graduate and Above,2009,Chhattisgarh,Male,5
447,Diploma,2007,Himachal Pradesh,Male,5
6457,Primary,2009,Daman & Diu,Male,5
1281,Graduate,2007,Goa,Male,5
4032,Middle,2010,Manipur,Female,5
2385,Intermediate/Pre-University,2011,Arunachal Pradesh,Male,5
4743,No Education,2008,Puducherry,Male,5
190,Diploma,2003,Odisha,Female,5
273,Diploma,2004,Tripura,Male,5
5188,Post Graduate and Above,2003,Bihar,Female,5
3684,Middle,2005,Meghalaya,Female,5
292,Diploma,2005,Chhattisgarh,Female,5
822,Diploma,2012,Puducherry,Female,5
5445,Post Graduate and Above,2006,Punjab,Male,5
2251,Intermediate/Pre-University,2009,Chandigarh,Male,5
3305,Matriculate/Secondary,2012,D & N Haveli,Male,5
6559,Primary,2010,Nagaland,Male,5
1662,Graduate,2012,Puducherry,Female,5
1383,Graduate,2008,Puducherry,Male,5
1639,Graduate,2012,Jammu & Kashmir,Male,5
5065,Post Graduate and Above,2001,Haryana,Male,5
1113,Graduate,2004,Tripura,Male,5
3138,Matriculate/Secondary,2009,Sikkim,Female,5
3235,Matriculate/Secondary,2011,D & N Haveli,Male,5
3758,Middle,2006,Nagaland,Female,5
5841,Post Graduate and Above,2012,Jharkhand,Male,5
5793,Post Graduate and Above,2011,Puducherry,Male,5
4106,Middle,2011,Mizoram,Female,5
1840,Intermediate/Pre-University,2003,Goa,Female,5
229,Diploma,2004,Delhi,Male,5
6554,Primary,2010,Meghalaya,Female,5
343,Diploma,2005,Tripura,Male,5
4108,Middle,2011,Nagaland,Female,5
566,Diploma,2009,Assam,Female,5
83,Diploma,2002,Chhattisgarh,Male,5
546,Diploma,2008,Rajasthan,Female,5
4118,Middle,2011,Sikkim,Female,5
1047,Graduate,2003,Uttarakhand,Male,5
2120,Intermediate/Pre-University,2007,Goa,Female,5
3966,Middle,2009,Mizoram,Female,5
1315,Graduate,2007,Punjab,Male,5
1466,Graduate,2009,Uttarakhand,Female,5
1336,Graduate,2008,Assam,Female,5
5790,Post Graduate and Above,2011,Odisha,Female,5
4527,No Education,2005,Mizoram,Male,5
1638,Graduate,2012,Jammu & Kashmir,Female,5
4457,No Education,2004,Mizoram,Male,5
6104,Primary,2004,D & N Haveli,Female,5
4974,No Education,2012,Arunachal Pradesh,Female,5
3504,Middle,2003,Arunachal Pradesh,Female,5
3865,Middle,2008,D & N Haveli,Male,5
1077,Graduate,2004,Himachal Pradesh,Male,5
1384,Graduate,2008,Punjab,Female,5
5029,No Education,2012,Sikkim,Male,5
6563,Primary,2010,Puducherry,Male,5
4411,No Education,2004,A & N Islands,Male,5
1319,Graduate,2007,Sikkim,Male,5
543,Diploma,2008,Puducherry,Male,5
5318,Post Graduate and Above,2004,West Bengal,Female,5
5028,No Education,2012,Sikkim,Female,5
2637,Matriculate/Secondary,2002,Mizoram,Male,5
5372,Post Graduate and Above,2005,Puducherry,Female,5
5994,Primary,2002,Meghalaya,Female,5
1326,Graduate,2007,Uttarakhand,Female,5
1033,Graduate,2003,Puducherry,Male,5
223,Diploma,2004,Chhattisgarh,Male,4
1901,Intermediate/Pre-University,2004,Chandigarh,Male,4
5467,Post Graduate and Above,2007,Assam,Male,4
4739,No Education,2008,Nagaland,Male,4
6418,Primary,2008,Nagaland,Female,4
381,Diploma,2006,Jharkhand,Male,4
1904,Intermediate/Pre-University,2004,D & N Haveli,Female,4
5012,No Education,2012,Manipur,Female,4
4459,No Education,2004,Nagaland,Male,4
77,Diploma,2002,Assam,Male,4
5469,Post Graduate and Above,2007,Bihar,Male,4
6105,Primary,2004,D & N Haveli,Male,4
2073,Intermediate/Pre-University,2006,Manipur,Male,4
846,Graduate,2001,Assam,Female,4
3644,Middle,2005,Arunachal Pradesh,Female,4
4690,No Education,2008,A & N Islands,Female,4
1618,Graduate,2012,Bihar,Female,4
866,Graduate,2001,Himachal Pradesh,Female,4
5815,Post Graduate and Above,2012,Arunachal Pradesh,Male,4
1286,Graduate,2007,Himachal Pradesh,Female,4
5697,Post Graduate and Above,2010,Himachal Pradesh,Male,4
5208,Post Graduate and Above,2003,Jammu & Kashmir,Female,4
1739,Intermediate/Pre-University,2001,Sikkim,Male,4
3898,Middle,2008,Nagaland,Female,4
6139,Primary,2004,Nagaland,Male,4
581,Diploma,2009,Goa,Male,4
363,Diploma,2006,Chhattisgarh,Male,4
3517,Middle,2003,Daman & Diu,Male,4
2455,Intermediate/Pre-University,2012,Arunachal Pradesh,Male,4
5204,Post Graduate and Above,2003,Haryana,Female,4
158,Diploma,2003,Delhi,Female,4
2607,Matriculate/Secondary,2002,Daman & Diu,Male,4
4004,Middle,2010,D & N Haveli,Female,4
1284,Graduate,2007,Haryana,Female,4
167,Diploma,2003,Himachal Pradesh,Male,4
4876,No Education,2010,Mizoram,Female,4
2241,Intermediate/Pre-University,2009,A & N Islands,Male,4
3278,Matriculate/Secondary,2011,Sikkim,Female,4
789,Diploma,2012,Delhi,Male,4
6510,Primary,2010,A & N Islands,Female,4
3224,Matriculate/Secondary,2011,Arunachal Pradesh,Female,4
5652,Post Graduate and Above,2009,Puducherry,Female,4
1408,Graduate,2009,Bihar,Female,4
1175,Graduate,2005,Punjab,Male,4
1548,Graduate,2011,Bihar,Female,4
2302,Intermediate/Pre-University,2009,Tripura,Female,4
4172,Middle,2012,Manipur,Female,4
5341,Post Graduate and Above,2005,Goa,Male,4
1071,Graduate,2004,Goa,Male,4
5148,Post Graduate and Above,2002,Madhya Pradesh,Female,4
2180,Intermediate/Pre-University,2008,Chandigarh,Female,4
3574,Middle,2004,Arunachal Pradesh,Female,4
6276,Primary,2006,Mizoram,Female,4
4807,No Education,2009,Mizoram,Male,4
3794,Middle,2007,D & N Haveli,Female,4
4809,No Education,2009,Nagaland,Male,4
3795,Middle,2007,D & N Haveli,Male,4
1561,Graduate,2011,Goa,Male,4
3199,Matriculate/Secondary,2010,Nagaland,Male,4
2423,Intermediate/Pre-University,2011,Manipur,Male,4
1476,Graduate,2010,Assam,Female,4
5352,Post Graduate and Above,2005,Karnataka,Female,4
5631,Post Graduate and Above,2009,Jharkhand,Male,4
5655,Post Graduate and Above,2009,Punjab,Male,4
6552,Primary,2010,Manipur,Female,4
5516,Post Graduate and Above,2007,Rajasthan,Female,4
2569,Matriculate/Secondary,2001,Nagaland,Male,4
3418,Middle,2001,Sikkim,Female,4
6622,Primary,2011,Manipur,Female,4
5441,Post Graduate and Above,2006,Odisha,Male,4
3686,Middle,2005,Mizoram,Female,4
6666,Primary,2012,Daman & Diu,Female,4
5138,Post Graduate and Above,2002,Jammu & Kashmir,Female,4
1280,Graduate,2007,Goa,Female,4
4392,No Education,2003,Puducherry,Female,4
4007,Middle,2010,Daman & Diu,Male,4
6650,Primary,2012,A & N Islands,Female,4
5139,Post Graduate and Above,2002,Jammu & Kashmir,Male,4
417,Diploma,2006,Uttarakhand,Male,4
2321,Intermediate/Pre-University,2010,Chandigarh,Male,4
6300,Primary,2007,A & N Islands,Female,4
1060,Graduate,2004,Chandigarh,Female,4
508,Diploma,2008,Delhi,Female,4
1061,Graduate,2004,Chandigarh,Male,4
2059,Intermediate/Pre-University,2006,Jammu & Kashmir,Male,4
1499,Graduate,2010,Jammu & Kashmir,Male,4
5446,Post Graduate and Above,2006,Rajasthan,Female,4
4393,No Education,2003,Puducherry,Male,4
3403,Middle,2001,Manipur,Male,4
2999,Matriculate/Secondary,2007,Sikkim,Male,4
5836,Post Graduate and Above,2012,Himachal Pradesh,Female,4
1830,Intermediate/Pre-University,2003,Chandigarh,Female,4
5543,Post Graduate and Above,2008,Chhattisgarh,Male,4
4480,No Education,2005,A & N Islands,Female,4
5510,Post Graduate and Above,2007,Odisha,Female,4
4981,No Education,2012,Chandigarh,Male,4
6008,Primary,2002,Sikkim,Female,4
3899,Middle,2008,Nagaland,Male,4
3725,Middle,2006,D & N Haveli,Male,4
1340,Graduate,2008,Chandigarh,Female,4
134,Diploma,2002,Uttar Pradesh,Female,4
5753,Post Graduate and Above,2011,Chhattisgarh,Male,4
1341,Graduate,2008,Chandigarh,Male,4
4597,No Education,2006,Mizoram,Male,4
2859,Matriculate/Secondary,2005,Sikkim,Male,4
