,State,Year,Type,Gender,Total
1006,Daman & Diu,2005,Seperated,Female,0
1008,Daman & Diu,2005,Widowed/Widower,Female,0
1009,Daman & Diu,2005,Widowed/Widower,Male,0
1010,Daman & Diu,2006,Divorcee,Female,0
1011,Daman & Diu,2006,Divorcee,Male,0
1057,Daman & Diu,2010,Seperated,Male,0
1058,Daman & Diu,2010,Widowed/Widower,Female,0
1059,Daman & Diu,2010,Widowed/Widower,Male,0
2277,Lakshadweep,2012,Seperated,Male,0
1211,Goa,2002,Divorcee,Male,0
1217,Goa,2002,Seperated,Male,0
1220,Goa,2003,Divorcee,Female,0
1221,Goa,2003,Divorcee,Male,0
1226,Goa,2003,Seperated,Female,0
2279,Lakshadweep,2012,Widowed/Widower,Male,0
2278,Lakshadweep,2012,Widowed/Widower,Female,0
2276,Lakshadweep,2012,Seperated,Female,0
1206,Goa,2001,Seperated,Female,0
2275,Lakshadweep,2012,Never Married,Male,0
2274,Lakshadweep,2012,Never Married,Female,0
2272,Lakshadweep,2012,Married,Female,0
2271,Lakshadweep,2012,Divorcee,Male,0
2270,Lakshadweep,2012,Divorcee,Female,0
2269,Lakshadweep,2011,Widowed/Widower,Male,0
2268,Lakshadweep,2011,Widowed/Widower,Female,0
1210,Goa,2002,Divorcee,Female,0
1201,Goa,2001,Divorcee,Male,0
1060,Daman & Diu,2011,Divorcee,Female,0
1078,Daman & Diu,2012,Widowed/Widower,Female,0
1061,Daman & Diu,2011,Divorcee,Male,0
1066,Daman & Diu,2011,Seperated,Female,0
1068,Daman & Diu,2011,Widowed/Widower,Female,0
1069,Daman & Diu,2011,Widowed/Widower,Male,0
1070,Daman & Diu,2012,Divorcee,Female,0
1071,Daman & Diu,2012,Divorcee,Male,0
1076,Daman & Diu,2012,Seperated,Female,0
1079,Daman & Diu,2012,Widowed/Widower,Male,0
1200,Goa,2001,Divorcee,Female,0
1081,Delhi,2001,Divorcee,Male,0
1091,Delhi,2002,Divorcee,Male,0
1101,Delhi,2003,Divorcee,Male,0
1120,Delhi,2005,Divorcee,Female,0
1121,Delhi,2005,Divorcee,Male,0
1131,Delhi,2006,Divorcee,Male,0
1160,Delhi,2009,Divorcee,Female,0
2529,Manipur,2001,Widowed/Widower,Male,0
2530,Manipur,2002,Divorcee,Female,0
2531,Manipur,2002,Divorcee,Male,0
2619,Manipur,2010,Widowed/Widower,Male,0
2630,Manipur,2012,Divorcee,Female,0
2629,Manipur,2011,Widowed/Widower,Male,0
2628,Manipur,2011,Widowed/Widower,Female,0
2627,Manipur,2011,Seperated,Male,0
2626,Manipur,2011,Seperated,Female,0
2621,Manipur,2011,Divorcee,Male,0
2620,Manipur,2011,Divorcee,Female,0
2617,Manipur,2010,Seperated,Male,0
2636,Manipur,2012,Seperated,Female,0
2616,Manipur,2010,Seperated,Female,0
2611,Manipur,2010,Divorcee,Male,0
2610,Manipur,2010,Divorcee,Female,0
2609,Manipur,2009,Widowed/Widower,Male,0
2608,Manipur,2009,Widowed/Widower,Female,0
2607,Manipur,2009,Seperated,Male,0
2606,Manipur,2009,Seperated,Female,0
2631,Manipur,2012,Divorcee,Male,0
2637,Manipur,2012,Seperated,Male,0
2600,Manipur,2009,Divorcee,Female,0
2660,Meghalaya,2003,Divorcee,Female,0
2680,Meghalaya,2005,Divorcee,Female,0
2678,Meghalaya,2004,Widowed/Widower,Female,0
2676,Meghalaya,2004,Seperated,Female,0
2671,Meghalaya,2004,Divorcee,Male,0
2670,Meghalaya,2004,Divorcee,Female,0
2666,Meghalaya,2003,Seperated,Female,0
2661,Meghalaya,2003,Divorcee,Male,0
2659,Meghalaya,2002,Widowed/Widower,Male,0
2639,Manipur,2012,Widowed/Widower,Male,0
2657,Meghalaya,2002,Seperated,Male,0
2656,Meghalaya,2002,Seperated,Female,0
2651,Meghalaya,2002,Divorcee,Male,0
2650,Meghalaya,2002,Divorcee,Female,0
2647,Meghalaya,2001,Seperated,Male,0
2641,Meghalaya,2001,Divorcee,Male,0
2640,Meghalaya,2001,Divorcee,Female,0
2601,Manipur,2009,Divorcee,Male,0
2599,Manipur,2008,Widowed/Widower,Male,0
2536,Manipur,2002,Seperated,Female,0
2549,Manipur,2003,Widowed/Widower,Male,0
2560,Manipur,2005,Divorcee,Female,0
2559,Manipur,2004,Widowed/Widower,Male,0
2558,Manipur,2004,Widowed/Widower,Female,0
2557,Manipur,2004,Seperated,Male,0
2556,Manipur,2004,Seperated,Female,0
2551,Manipur,2004,Divorcee,Male,0
2550,Manipur,2004,Divorcee,Female,0
2548,Manipur,2003,Widowed/Widower,Female,0
2566,Manipur,2005,Seperated,Female,0
2547,Manipur,2003,Seperated,Male,0
2546,Manipur,2003,Seperated,Female,0
2541,Manipur,2003,Divorcee,Male,0
2540,Manipur,2003,Divorcee,Female,0
2539,Manipur,2002,Widowed/Widower,Male,0
2538,Manipur,2002,Widowed/Widower,Female,0
2537,Manipur,2002,Seperated,Male,0
2561,Manipur,2005,Divorcee,Male,0
2567,Manipur,2005,Seperated,Male,0
2598,Manipur,2008,Widowed/Widower,Female,0
2586,Manipur,2007,Seperated,Female,0
2597,Manipur,2008,Seperated,Male,0
2596,Manipur,2008,Seperated,Female,0
2591,Manipur,2008,Divorcee,Male,0
2590,Manipur,2008,Divorcee,Female,0
2589,Manipur,2007,Widowed/Widower,Male,0
2588,Manipur,2007,Widowed/Widower,Female,0
2587,Manipur,2007,Seperated,Male,0
2581,Manipur,2007,Divorcee,Male,0
2568,Manipur,2005,Widowed/Widower,Female,0
2580,Manipur,2007,Divorcee,Female,0
2578,Manipur,2006,Widowed/Widower,Female,0
2577,Manipur,2006,Seperated,Male,0
2576,Manipur,2006,Seperated,Female,0
2571,Manipur,2006,Divorcee,Male,0
2570,Manipur,2006,Divorcee,Female,0
2569,Manipur,2005,Widowed/Widower,Male,0
2267,Lakshadweep,2011,Seperated,Male,0
2265,Lakshadweep,2011,Never Married,Male,0
2686,Meghalaya,2005,Seperated,Female,0
2264,Lakshadweep,2011,Never Married,Female,0
1240,Goa,2005,Divorcee,Female,0
1241,Goa,2005,Divorcee,Male,0
1247,Goa,2005,Seperated,Male,0
1250,Goa,2006,Divorcee,Female,0
1251,Goa,2006,Divorcee,Male,0
1256,Goa,2006,Seperated,Female,0
1257,Goa,2006,Seperated,Male,0
1260,Goa,2007,Divorcee,Female,0
1261,Goa,2007,Divorcee,Male,0
1266,Goa,2007,Seperated,Female,0
1267,Goa,2007,Seperated,Male,0
1276,Goa,2008,Seperated,Female,0
1286,Goa,2009,Seperated,Female,0
1290,Goa,2010,Divorcee,Female,0
1,A & N Islands,2001,Divorcee,Male,0
1301,Goa,2011,Divorcee,Male,0
1306,Goa,2011,Seperated,Female,0
1236,Goa,2004,Seperated,Female,0
1231,Goa,2004,Divorcee,Male,0
1230,Goa,2004,Divorcee,Female,0
2168,Lakshadweep,2001,Widowed/Widower,Female,0
2175,Lakshadweep,2002,Never Married,Male,0
2174,Lakshadweep,2002,Never Married,Female,0
2173,Lakshadweep,2002,Married,Male,0
2172,Lakshadweep,2002,Married,Female,0
2171,Lakshadweep,2002,Divorcee,Male,0
2170,Lakshadweep,2002,Divorcee,Female,0
2169,Lakshadweep,2001,Widowed/Widower,Male,0
2167,Lakshadweep,2001,Seperated,Male,0
1227,Goa,2003,Seperated,Male,0
2166,Lakshadweep,2001,Seperated,Female,0
2165,Lakshadweep,2001,Never Married,Male,0
2164,Lakshadweep,2001,Never Married,Female,0
2163,Lakshadweep,2001,Married,Male,0
2162,Lakshadweep,2001,Married,Female,0
2161,Lakshadweep,2001,Divorcee,Male,0
2160,Lakshadweep,2001,Divorcee,Female,0
1307,Goa,2011,Seperated,Male,0
1309,Goa,2011,Widowed/Widower,Male,0
1310,Goa,2012,Divorcee,Female,0
1746,Jammu & Kashmir,2007,Seperated,Female,0
1760,Jammu & Kashmir,2009,Divorcee,Female,0
1759,Jammu & Kashmir,2008,Widowed/Widower,Male,0
1758,Jammu & Kashmir,2008,Widowed/Widower,Female,0
1757,Jammu & Kashmir,2008,Seperated,Male,0
1756,Jammu & Kashmir,2008,Seperated,Female,0
1751,Jammu & Kashmir,2008,Divorcee,Male,0
1749,Jammu & Kashmir,2007,Widowed/Widower,Male,0
1741,Jammu & Kashmir,2007,Divorcee,Male,0
1770,Jammu & Kashmir,2010,Divorcee,Female,0
1739,Jammu & Kashmir,2006,Widowed/Widower,Male,0
1710,Jammu & Kashmir,2004,Divorcee,Female,0
1731,Jammu & Kashmir,2006,Divorcee,Male,0
1729,Jammu & Kashmir,2005,Widowed/Widower,Male,0
1711,Jammu & Kashmir,2004,Divorcee,Male,0
1721,Jammu & Kashmir,2005,Divorcee,Male,0
1718,Jammu & Kashmir,2004,Widowed/Widower,Female,0
1761,Jammu & Kashmir,2009,Divorcee,Male,0
1771,Jammu & Kashmir,2010,Divorcee,Male,0
1316,Goa,2012,Seperated,Female,0
1640,Himachal Pradesh,2009,Divorcee,Female,0
1317,Goa,2012,Seperated,Male,0
1576,Himachal Pradesh,2002,Seperated,Female,0
1581,Himachal Pradesh,2003,Divorcee,Male,0
1610,Himachal Pradesh,2006,Divorcee,Female,0
1611,Himachal Pradesh,2006,Divorcee,Male,0
1620,Himachal Pradesh,2007,Divorcee,Female,0
1630,Himachal Pradesh,2008,Divorcee,Female,0
1641,Himachal Pradesh,2009,Divorcee,Male,0
1779,Jammu & Kashmir,2010,Widowed/Widower,Male,0
1650,Himachal Pradesh,2010,Divorcee,Female,0
1660,Himachal Pradesh,2011,Divorcee,Female,0
1661,Himachal Pradesh,2011,Divorcee,Male,0
1680,Jammu & Kashmir,2001,Divorcee,Female,0
1681,Jammu & Kashmir,2001,Divorcee,Male,0
1686,Jammu & Kashmir,2001,Seperated,Female,0
1687,Jammu & Kashmir,2001,Seperated,Male,0
2176,Lakshadweep,2002,Seperated,Female,0
2177,Lakshadweep,2002,Seperated,Male,0
2178,Lakshadweep,2002,Widowed/Widower,Female,0
2234,Lakshadweep,2008,Never Married,Female,0
2241,Lakshadweep,2009,Divorcee,Male,0
2240,Lakshadweep,2009,Divorcee,Female,0
2239,Lakshadweep,2008,Widowed/Widower,Male,0
2238,Lakshadweep,2008,Widowed/Widower,Female,0
2237,Lakshadweep,2008,Seperated,Male,0
2236,Lakshadweep,2008,Seperated,Female,0
2235,Lakshadweep,2008,Never Married,Male,0
2233,Lakshadweep,2008,Married,Male,0
2244,Lakshadweep,2009,Never Married,Female,0
2232,Lakshadweep,2008,Married,Female,0
2231,Lakshadweep,2008,Divorcee,Male,0
2230,Lakshadweep,2008,Divorcee,Female,0
2229,Lakshadweep,2007,Widowed/Widower,Male,0
2228,Lakshadweep,2007,Widowed/Widower,Female,0
2227,Lakshadweep,2007,Seperated,Male,0
2226,Lakshadweep,2007,Seperated,Female,0
2243,Lakshadweep,2009,Married,Male,0
2245,Lakshadweep,2009,Never Married,Male,0
2224,Lakshadweep,2007,Never Married,Female,0
2256,Lakshadweep,2010,Seperated,Female,0
2263,Lakshadweep,2011,Married,Male,0
2262,Lakshadweep,2011,Married,Female,0
2261,Lakshadweep,2011,Divorcee,Male,0
2260,Lakshadweep,2011,Divorcee,Female,0
2259,Lakshadweep,2010,Widowed/Widower,Male,0
2258,Lakshadweep,2010,Widowed/Widower,Female,0
2257,Lakshadweep,2010,Seperated,Male,0
2255,Lakshadweep,2010,Never Married,Male,0
2246,Lakshadweep,2009,Seperated,Female,0
2254,Lakshadweep,2010,Never Married,Female,0
2253,Lakshadweep,2010,Married,Male,0
2251,Lakshadweep,2010,Divorcee,Male,0
2250,Lakshadweep,2010,Divorcee,Female,0
2249,Lakshadweep,2009,Widowed/Widower,Male,0
2248,Lakshadweep,2009,Widowed/Widower,Female,0
2247,Lakshadweep,2009,Seperated,Male,0
2225,Lakshadweep,2007,Never Married,Male,0
2221,Lakshadweep,2007,Divorcee,Male,0
2179,Lakshadweep,2002,Widowed/Widower,Male,0
2190,Lakshadweep,2004,Divorcee,Female,0
2197,Lakshadweep,2004,Seperated,Male,0
2196,Lakshadweep,2004,Seperated,Female,0
2195,Lakshadweep,2004,Never Married,Male,0
2194,Lakshadweep,2004,Never Married,Female,0
2193,Lakshadweep,2004,Married,Male,0
2192,Lakshadweep,2004,Married,Female,0
2191,Lakshadweep,2004,Divorcee,Male,0
2189,Lakshadweep,2003,Widowed/Widower,Male,0
2199,Lakshadweep,2004,Widowed/Widower,Male,0
2188,Lakshadweep,2003,Widowed/Widower,Female,0
2187,Lakshadweep,2003,Seperated,Male,0
2186,Lakshadweep,2003,Seperated,Female,0
2185,Lakshadweep,2003,Never Married,Male,0
2184,Lakshadweep,2003,Never Married,Female,0
2181,Lakshadweep,2003,Divorcee,Male,0
2180,Lakshadweep,2003,Divorcee,Female,0
2198,Lakshadweep,2004,Widowed/Widower,Female,0
2200,Lakshadweep,2005,Divorcee,Female,0
2220,Lakshadweep,2007,Divorcee,Female,0
2210,Lakshadweep,2006,Divorcee,Female,0
2219,Lakshadweep,2006,Widowed/Widower,Male,0
2218,Lakshadweep,2006,Widowed/Widower,Female,0
2217,Lakshadweep,2006,Seperated,Male,0
2216,Lakshadweep,2006,Seperated,Female,0
2215,Lakshadweep,2006,Never Married,Male,0
2214,Lakshadweep,2006,Never Married,Female,0
2211,Lakshadweep,2006,Divorcee,Male,0
2209,Lakshadweep,2005,Widowed/Widower,Male,0
2201,Lakshadweep,2005,Divorcee,Male,0
2208,Lakshadweep,2005,Widowed/Widower,Female,0
2207,Lakshadweep,2005,Seperated,Male,0
2206,Lakshadweep,2005,Seperated,Female,0
2205,Lakshadweep,2005,Never Married,Male,0
2204,Lakshadweep,2005,Never Married,Female,0
2203,Lakshadweep,2005,Married,Male,0
2202,Lakshadweep,2005,Married,Female,0
2681,Meghalaya,2005,Divorcee,Male,0
2688,Meghalaya,2005,Widowed/Widower,Female,0
671,Chandigarh,2008,Divorcee,Male,0
921,D & N Haveli,2009,Divorcee,Male,0
3190,Puducherry,2008,Divorcee,Female,0
3189,Puducherry,2007,Widowed/Widower,Male,0
3187,Puducherry,2007,Seperated,Male,0
3186,Puducherry,2007,Seperated,Female,0
876,D & N Haveli,2004,Seperated,Female,0
877,D & N Haveli,2004,Seperated,Male,0
3181,Puducherry,2007,Divorcee,Male,0
3180,Puducherry,2007,Divorcee,Female,0
3177,Puducherry,2006,Seperated,Male,0
3176,Puducherry,2006,Seperated,Female,0
878,D & N Haveli,2004,Widowed/Widower,Female,0
879,D & N Haveli,2004,Widowed/Widower,Male,0
880,D & N Haveli,2005,Divorcee,Female,0
881,D & N Haveli,2005,Divorcee,Male,0
3171,Puducherry,2006,Divorcee,Male,0
3170,Puducherry,2006,Divorcee,Female,0
3169,Puducherry,2005,Widowed/Widower,Male,0
3191,Puducherry,2008,Divorcee,Male,0
871,D & N Haveli,2004,Divorcee,Male,0
870,D & N Haveli,2004,Divorcee,Female,0
3209,Puducherry,2009,Widowed/Widower,Male,0
3221,Puducherry,2011,Divorcee,Male,0
3220,Puducherry,2011,Divorcee,Female,0
3219,Puducherry,2010,Widowed/Widower,Male,0
3217,Puducherry,2010,Seperated,Male,0
3216,Puducherry,2010,Seperated,Female,0
3211,Puducherry,2010,Divorcee,Male,0
3210,Puducherry,2010,Divorcee,Female,0
3207,Puducherry,2009,Seperated,Male,0
3196,Puducherry,2008,Seperated,Female,0
3206,Puducherry,2009,Seperated,Female,0
866,D & N Haveli,2003,Seperated,Female,0
868,D & N Haveli,2003,Widowed/Widower,Female,0
3201,Puducherry,2009,Divorcee,Male,0
3200,Puducherry,2009,Divorcee,Female,0
3199,Puducherry,2008,Widowed/Widower,Male,0
3197,Puducherry,2008,Seperated,Male,0
3167,Puducherry,2005,Seperated,Male,0
3166,Puducherry,2005,Seperated,Female,0
3161,Puducherry,2005,Divorcee,Male,0
901,D & N Haveli,2007,Divorcee,Male,0
3127,Puducherry,2001,Seperated,Male,0
3126,Puducherry,2001,Seperated,Female,0
898,D & N Haveli,2006,Widowed/Widower,Female,0
899,D & N Haveli,2006,Widowed/Widower,Male,0
3121,Puducherry,2001,Divorcee,Male,0
3120,Puducherry,2001,Divorcee,Female,0
900,D & N Haveli,2007,Divorcee,Female,0
906,D & N Haveli,2007,Seperated,Female,0
3130,Puducherry,2002,Divorcee,Female,0
908,D & N Haveli,2007,Widowed/Widower,Female,0
909,D & N Haveli,2007,Widowed/Widower,Male,0
910,D & N Haveli,2008,Divorcee,Female,0
911,D & N Haveli,2008,Divorcee,Male,0
916,D & N Haveli,2008,Seperated,Female,0
917,D & N Haveli,2008,Seperated,Male,0
918,D & N Haveli,2008,Widowed/Widower,Female,0
3129,Puducherry,2001,Widowed/Widower,Male,0
3131,Puducherry,2002,Divorcee,Male,0
3160,Puducherry,2005,Divorcee,Female,0
3147,Puducherry,2003,Seperated,Male,0
3157,Puducherry,2004,Seperated,Male,0
3156,Puducherry,2004,Seperated,Female,0
886,D & N Haveli,2005,Seperated,Female,0
887,D & N Haveli,2005,Seperated,Male,0
889,D & N Haveli,2005,Widowed/Widower,Male,0
3151,Puducherry,2004,Divorcee,Male,0
3150,Puducherry,2004,Divorcee,Female,0
3146,Puducherry,2003,Seperated,Female,0
896,D & N Haveli,2006,Seperated,Female,0
890,D & N Haveli,2006,Divorcee,Female,0
891,D & N Haveli,2006,Divorcee,Male,0
3141,Puducherry,2003,Divorcee,Male,0
3140,Puducherry,2003,Divorcee,Female,0
3139,Puducherry,2002,Widowed/Widower,Male,0
3137,Puducherry,2002,Seperated,Male,0
3136,Puducherry,2002,Seperated,Female,0
861,D & N Haveli,2003,Divorcee,Male,0
859,D & N Haveli,2002,Widowed/Widower,Male,0
3226,Puducherry,2011,Seperated,Female,0
690,Chandigarh,2010,Divorcee,Female,0
679,Chandigarh,2008,Widowed/Widower,Male,0
680,Chandigarh,2009,Divorcee,Female,0
681,Chandigarh,2009,Divorcee,Male,0
686,Chandigarh,2009,Seperated,Female,0
687,Chandigarh,2009,Seperated,Male,0
688,Chandigarh,2009,Widowed/Widower,Female,0
689,Chandigarh,2009,Widowed/Widower,Male,0
691,Chandigarh,2010,Divorcee,Male,0
677,Chandigarh,2008,Seperated,Male,0
696,Chandigarh,2010,Seperated,Female,0
697,Chandigarh,2010,Seperated,Male,0
698,Chandigarh,2010,Widowed/Widower,Female,0
699,Chandigarh,2010,Widowed/Widower,Male,0
700,Chandigarh,2011,Divorcee,Female,0
701,Chandigarh,2011,Divorcee,Male,0
706,Chandigarh,2011,Seperated,Female,0
678,Chandigarh,2008,Widowed/Widower,Female,0
676,Chandigarh,2008,Seperated,Female,0
708,Chandigarh,2011,Widowed/Widower,Female,0
3516,Sikkim,2004,Seperated,Female,0
3536,Sikkim,2006,Seperated,Female,0
3531,Sikkim,2006,Divorcee,Male,0
3529,Sikkim,2005,Widowed/Widower,Male,0
3521,Sikkim,2005,Divorcee,Male,0
3519,Sikkim,2004,Widowed/Widower,Male,0
3518,Sikkim,2004,Widowed/Widower,Female,0
3517,Sikkim,2004,Seperated,Male,0
3515,Sikkim,2004,Never Married,Male,0
3480,Sikkim,2001,Divorcee,Female,0
3511,Sikkim,2004,Divorcee,Male,0
3510,Sikkim,2004,Divorcee,Female,0
3506,Sikkim,2003,Seperated,Female,0
3501,Sikkim,2003,Divorcee,Male,0
3500,Sikkim,2003,Divorcee,Female,0
3488,Sikkim,2001,Widowed/Widower,Female,0
3481,Sikkim,2001,Divorcee,Male,0
707,Chandigarh,2011,Seperated,Male,0
709,Chandigarh,2011,Widowed/Widower,Male,0
3227,Puducherry,2011,Seperated,Male,0
3251,Punjab,2002,Divorcee,Male,0
841,D & N Haveli,2001,Divorcee,Male,0
846,D & N Haveli,2001,Seperated,Female,0
847,D & N Haveli,2001,Seperated,Male,0
848,D & N Haveli,2001,Widowed/Widower,Female,0
849,D & N Haveli,2001,Widowed/Widower,Male,0
850,D & N Haveli,2002,Divorcee,Female,0
851,D & N Haveli,2002,Divorcee,Male,0
3239,Puducherry,2012,Widowed/Widower,Male,0
840,D & N Haveli,2001,Divorcee,Female,0
3237,Puducherry,2012,Seperated,Male,0
3236,Puducherry,2012,Seperated,Female,0
856,D & N Haveli,2002,Seperated,Female,0
857,D & N Haveli,2002,Seperated,Male,0
3231,Puducherry,2012,Divorcee,Male,0
3230,Puducherry,2012,Divorcee,Female,0
3229,Puducherry,2011,Widowed/Widower,Male,0
3276,Punjab,2004,Seperated,Female,0
3280,Punjab,2005,Divorcee,Female,0
711,Chandigarh,2012,Divorcee,Male,0
771,Chhattisgarh,2006,Divorcee,Male,0
716,Chandigarh,2012,Seperated,Female,0
717,Chandigarh,2012,Seperated,Male,0
718,Chandigarh,2012,Widowed/Widower,Female,0
719,Chandigarh,2012,Widowed/Widower,Male,0
3356,Punjab,2012,Seperated,Female,0
3346,Punjab,2011,Seperated,Female,0
770,Chhattisgarh,2006,Divorcee,Female,0
3341,Punjab,2011,Divorcee,Male,0
3286,Punjab,2005,Seperated,Female,0
3340,Punjab,2011,Divorcee,Female,0
3336,Punjab,2010,Seperated,Female,0
3316,Punjab,2008,Seperated,Female,0
3306,Punjab,2007,Seperated,Female,0
3301,Punjab,2007,Divorcee,Male,0
3300,Punjab,2007,Divorcee,Female,0
3290,Punjab,2006,Divorcee,Female,0
919,D & N Haveli,2008,Widowed/Widower,Male,0
926,D & N Haveli,2009,Seperated,Female,0
2689,Meghalaya,2005,Widowed/Widower,Male,0
927,D & N Haveli,2009,Seperated,Male,0
2869,Mizoram,2011,Widowed/Widower,Male,0
2866,Mizoram,2011,Seperated,Female,0
2859,Mizoram,2010,Widowed/Widower,Male,0
2858,Mizoram,2010,Widowed/Widower,Female,0
2856,Mizoram,2010,Seperated,Female,0
2850,Mizoram,2010,Divorcee,Female,0
2848,Mizoram,2009,Widowed/Widower,Female,0
2846,Mizoram,2009,Seperated,Female,0
2840,Mizoram,2009,Divorcee,Female,0
2839,Mizoram,2008,Widowed/Widower,Male,0
2836,Mizoram,2008,Seperated,Female,0
2831,Mizoram,2008,Divorcee,Male,0
2830,Mizoram,2008,Divorcee,Female,0
2829,Mizoram,2007,Widowed/Widower,Male,0
2819,Mizoram,2006,Widowed/Widower,Male,0
2818,Mizoram,2006,Widowed/Widower,Female,0
2816,Mizoram,2006,Seperated,Female,0
2870,Mizoram,2012,Divorcee,Female,0
2871,Mizoram,2012,Divorcee,Male,0
2872,Mizoram,2012,Married,Female,0
2896,Nagaland,2002,Seperated,Female,0
2909,Nagaland,2003,Widowed/Widower,Male,0
2908,Nagaland,2003,Widowed/Widower,Female,0
2906,Nagaland,2003,Seperated,Female,0
2901,Nagaland,2003,Divorcee,Male,0
2900,Nagaland,2003,Divorcee,Female,0
2899,Nagaland,2002,Widowed/Widower,Male,0
2897,Nagaland,2002,Seperated,Male,0
2891,Nagaland,2002,Divorcee,Male,0
988,Daman & Diu,2003,Widowed/Widower,Female,0
2890,Nagaland,2002,Divorcee,Female,0
2889,Nagaland,2001,Widowed/Widower,Male,0
2887,Nagaland,2001,Seperated,Male,0
2886,Nagaland,2001,Seperated,Female,0
2881,Nagaland,2001,Divorcee,Male,0
2880,Nagaland,2001,Divorcee,Female,0
2878,Mizoram,2012,Widowed/Widower,Female,0
2811,Mizoram,2006,Divorcee,Male,0
2810,Mizoram,2006,Divorcee,Female,0
2809,Mizoram,2005,Widowed/Widower,Male,0
2716,Meghalaya,2008,Seperated,Female,0
990,Daman & Diu,2004,Divorcee,Female,0
991,Daman & Diu,2004,Divorcee,Male,0
2740,Meghalaya,2011,Divorcee,Female,0
2736,Meghalaya,2010,Seperated,Female,0
2731,Meghalaya,2010,Divorcee,Male,0
2730,Meghalaya,2010,Divorcee,Female,0
2726,Meghalaya,2009,Seperated,Female,0
2711,Meghalaya,2008,Divorcee,Male,0
2747,Meghalaya,2011,Seperated,Male,0
2710,Meghalaya,2008,Divorcee,Female,0
2708,Meghalaya,2007,Widowed/Widower,Female,0
2700,Meghalaya,2007,Divorcee,Female,0
2698,Meghalaya,2006,Widowed/Widower,Female,0
2696,Meghalaya,2006,Seperated,Female,0
2691,Meghalaya,2006,Divorcee,Male,0
2690,Meghalaya,2006,Divorcee,Female,0
2746,Meghalaya,2011,Seperated,Female,0
2751,Meghalaya,2012,Divorcee,Male,0
2808,Mizoram,2005,Widowed/Widower,Female,0
2788,Mizoram,2003,Widowed/Widower,Female,0
2807,Mizoram,2005,Seperated,Male,0
2806,Mizoram,2005,Seperated,Female,0
2801,Mizoram,2005,Divorcee,Male,0
2800,Mizoram,2005,Divorcee,Female,0
2796,Mizoram,2004,Seperated,Female,0
2790,Mizoram,2004,Divorcee,Female,0
2789,Mizoram,2003,Widowed/Widower,Male,0
2781,Mizoram,2003,Divorcee,Male,0
2756,Meghalaya,2012,Seperated,Female,0
2780,Mizoram,2003,Divorcee,Female,0
2776,Mizoram,2002,Seperated,Female,0
2770,Mizoram,2002,Divorcee,Female,0
2769,Mizoram,2001,Widowed/Widower,Male,0
2768,Mizoram,2001,Widowed/Widower,Female,0
2766,Mizoram,2001,Seperated,Female,0
2757,Meghalaya,2012,Seperated,Male,0
2910,Nagaland,2004,Divorcee,Female,0
2911,Nagaland,2004,Divorcee,Male,0
2916,Nagaland,2004,Seperated,Female,0
986,Daman & Diu,2003,Seperated,Female,0
974,Daman & Diu,2002,Never Married,Female,0
976,Daman & Diu,2002,Seperated,Female,0
977,Daman & Diu,2002,Seperated,Male,0
978,Daman & Diu,2002,Widowed/Widower,Female,0
979,Daman & Diu,2002,Widowed/Widower,Male,0
980,Daman & Diu,2003,Divorcee,Female,0
981,Daman & Diu,2003,Divorcee,Male,0
987,Daman & Diu,2003,Seperated,Male,0
970,Daman & Diu,2002,Divorcee,Female,0
2999,Nagaland,2012,Widowed/Widower,Male,0
2998,Nagaland,2012,Widowed/Widower,Female,0
2997,Nagaland,2012,Seperated,Male,0
2996,Nagaland,2012,Seperated,Female,0
2990,Nagaland,2012,Divorcee,Female,0
2989,Nagaland,2011,Widowed/Widower,Male,0
2988,Nagaland,2011,Widowed/Widower,Female,0
971,Daman & Diu,2002,Divorcee,Male,0
969,Daman & Diu,2001,Widowed/Widower,Male,0
2986,Nagaland,2011,Seperated,Female,0
949,D & N Haveli,2011,Widowed/Widower,Male,0
931,D & N Haveli,2010,Divorcee,Male,0
936,D & N Haveli,2010,Seperated,Female,0
937,D & N Haveli,2010,Seperated,Male,0
938,D & N Haveli,2010,Widowed/Widower,Female,0
940,D & N Haveli,2011,Divorcee,Female,0
941,D & N Haveli,2011,Divorcee,Male,0
947,D & N Haveli,2011,Seperated,Male,0
950,D & N Haveli,2012,Divorcee,Female,0
968,Daman & Diu,2001,Widowed/Widower,Female,0
956,D & N Haveli,2012,Seperated,Female,0
958,D & N Haveli,2012,Widowed/Widower,Female,0
959,D & N Haveli,2012,Widowed/Widower,Male,0
960,Daman & Diu,2001,Divorcee,Female,0
961,Daman & Diu,2001,Divorcee,Male,0
966,Daman & Diu,2001,Seperated,Female,0
967,Daman & Diu,2001,Seperated,Male,0
2987,Nagaland,2011,Seperated,Male,0
2981,Nagaland,2011,Divorcee,Male,0
2917,Nagaland,2004,Seperated,Male,0
2936,Nagaland,2006,Seperated,Female,0
2947,Nagaland,2007,Seperated,Male,0
2946,Nagaland,2007,Seperated,Female,0
2941,Nagaland,2007,Divorcee,Male,0
2940,Nagaland,2007,Divorcee,Female,0
2939,Nagaland,2006,Widowed/Widower,Male,0
2938,Nagaland,2006,Widowed/Widower,Female,0
2937,Nagaland,2006,Seperated,Male,0
2931,Nagaland,2006,Divorcee,Male,0
2949,Nagaland,2007,Widowed/Widower,Male,0
2930,Nagaland,2006,Divorcee,Female,0
2929,Nagaland,2005,Widowed/Widower,Male,0
2928,Nagaland,2005,Widowed/Widower,Female,0
